person_age,person_gender,person_0,person_income,person_emp_exp,person_home_2ership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
25,0,Associate,129629,4,0,10000,2,8.38,0.08,3,541,1,0
24,0,Bachelor,50822,2,1,8500,0,7.14,0.17,4,612,0,0
23,1,High School,130094,0,0,10000,1,7.66,0.08,2,604,1,0
26,0,High School,116491,0,0,10000,0,15.28,0.09,2,605,0,1
25,1,Bachelor,51340,2,1,1600,0,13.11,0.03,3,654,1,0
23,1,High School,118502,0,0,10000,0,16.4,0.08,2,653,0,1
25,1,Bachelor,50561,1,2,4400,1,7.29,0.09,2,646,1,0
23,0,High School,133302,2,0,10000,3,7.88,0.08,2,637,1,0
22,1,Master,51122,2,2,12000,0,12.42,0.23,2,728,1,0
22,0,Bachelor,50961,0,1,6800,3,10.59,0.13,3,605,1,0
23,0,High School,50654,0,1,7000,0,13.43,0.14,3,512,1,0
26,0,Master,136440,6,0,10000,5,13.72,0.07,3,666,0,0
24,1,Bachelor,50941,4,1,10000,5,8.94,0.2,2,625,1,0
22,0,Bachelor,50878,0,1,3000,0,15.05,0.06,3,658,1,0
24,1,High School,138747,1,0,10000,4,8.94,0.07,4,624,1,0
22,1,Bachelor,50615,0,2,14400,4,11.01,0.28,4,685,1,0
25,1,Associate,51262,3,1,4000,5,5.99,0.08,2,588,1,0
25,0,Bachelor,138917,3,0,10000,1,7.29,0.07,4,698,0,0
22,1,Bachelor,51245,0,2,20000,2,11.12,0.39,4,671,1,0
25,1,High School,51068,5,2,5000,2,7.51,0.1,2,540,1,0
25,0,Bachelor,139102,0,0,10000,1,10.37,0.07,2,709,0,0
21,0,High School,43977,2,1,2400,5,11.01,0.05,3,507,0,1
25,1,High School,140185,3,0,10000,3,14.26,0.07,4,534,1,0
22,0,High School,51044,1,1,5000,3,6.03,0.1,2,635,1,0
22,0,Associate,50972,2,1,3100,2,6.76,0.06,4,687,0,0
22,1,High School,51510,0,1,2500,4,6.91,0.05,3,480,1,0
21,1,Master,144840,0,0,10000,3,11.71,0.07,3,683,0,0
21,1,High School,145025,0,0,10000,3,9.99,0.07,3,626,1,0
26,0,Bachelor,144835,5,0,10000,5,12.68,0.07,2,529,1,0
23,0,Associate,43871,2,1,3500,5,13.35,0.08,2,618,0,1
24,0,Master,145219,1,0,10000,1,7.88,0.07,2,610,1,0
24,0,Bachelor,145120,3,0,10000,5,13.61,0.07,4,675,1,0
23,0,Bachelor,111020,0,0,10000,1,11.01,0.09,4,614,0,1
25,1,Bachelor,145085,3,0,10000,3,9.32,0.07,2,576,1,0
23,1,Associate,145071,0,0,10000,3,11.66,0.07,2,665,1,0
24,1,Associate,51631,2,1,19200,3,7.9,0.37,2,584,1,0
26,1,Associate,147530,2,0,10000,1,10.65,0.07,3,677,1,0
25,1,Associate,51393,3,1,3000,3,9.91,0.06,4,605,1,0
23,1,High School,149868,3,0,10000,4,14.27,0.07,3,634,1,0
22,1,High School,51290,3,1,10500,4,14.65,0.2,2,588,1,0
26,1,Master,150986,5,0,10000,2,7.49,0.07,2,688,0,0
25,1,Bachelor,156761,3,0,10000,5,7.49,0.06,2,539,1,0
22,0,Bachelor,44126,0,1,4000,3,12.69,0.09,4,643,0,1
21,1,Associate,43929,0,1,5000,1,14.27,0.11,2,618,0,1
25,0,Bachelor,51430,2,1,12000,5,9.91,0.23,2,678,1,0
23,1,High School,51155,0,1,6000,4,16.77,0.12,3,609,1,0
25,1,High School,51537,0,1,13975,2,8.9,0.27,4,653,1,0
25,1,High School,159399,5,0,10000,5,12.84,0.06,3,677,1,0
22,0,Bachelor,50863,0,1,15000,0,13.49,0.29,4,661,0,0
22,0,High School,169028,0,0,10000,0,9.99,0.06,2,617,0,0
24,1,Bachelor,169240,1,0,10000,5,11.14,0.06,2,671,0,0
24,0,Master,51480,2,1,4900,0,6.03,0.1,4,634,1,0
24,1,Associate,51713,0,2,8000,0,6.62,0.15,4,610,1,0
22,0,Associate,51353,0,1,5400,2,6.03,0.11,3,575,0,0
22,1,Associate,51314,2,2,4800,2,11.01,0.09,3,629,0,0
26,1,Associate,174833,3,0,10000,5,10.99,0.06,3,679,1,0
22,0,Bachelor,51195,2,1,3500,2,9.91,0.07,2,592,1,0
24,1,Bachelor,51323,1,1,8675,0,7.51,0.17,4,696,0,0
23,0,Master,189891,3,0,10000,0,12.69,0.05,2,678,0,0
25,1,Associate,51567,0,2,18000,0,11.01,0.35,2,602,1,0
22,1,High School,193368,0,0,10000,2,8.94,0.05,3,549,1,0
25,1,Bachelor,184808,1,0,10000,3,14.96,0.05,4,701,0,1
24,0,High School,199085,3,0,10000,4,9.2,0.05,3,666,1,0
24,0,Bachelor,51243,0,1,3125,1,8.9,0.06,3,586,1,0
25,1,Associate,211056,1,0,10000,5,15.05,0.05,4,658,0,0
24,1,Bachelor,286608,2,0,10000,2,13.67,0.03,2,664,0,1
22,1,Bachelor,51621,1,1,9350,3,12.69,0.18,2,641,1,0
24,1,Master,51258,2,1,8000,2,6.62,0.16,3,697,0,0
24,1,High School,29746,2,0,9975,0,11.48,0.34,4,690,0,1
22,1,Master,36318,0,0,9975,0,11.01,0.27,2,645,0,1
24,0,Bachelor,56308,3,0,9975,2,13.11,0.18,3,720,0,0
22,0,High School,72978,2,0,9975,2,11.48,0.14,4,612,1,0
22,1,High School,51427,0,1,3000,1,6.03,0.06,2,626,0,0
23,0,Associate,78838,1,0,9975,2,7.51,0.13,2,667,1,0
23,1,Master,51118,0,2,6500,2,6.03,0.13,2,679,0,0
22,0,Bachelor,87294,0,0,9975,2,10.99,0.11,3,615,0,0
22,1,Master,51395,0,2,10000,4,6.03,0.19,2,601,1,0
25,0,Associate,51493,2,1,9100,0,11.01,0.18,3,565,1,0
22,0,High School,100458,0,0,9975,3,11.01,0.1,3,592,1,0
25,1,Master,33237,0,0,4900,2,14.26,0.15,4,633,0,0
21,1,Master,51439,0,2,5000,0,17.49,0.1,2,588,1,0
22,1,Master,32617,0,0,9900,0,11.71,0.3,4,690,0,1
22,1,Bachelor,36892,0,0,9875,2,7.29,0.27,3,645,0,1
23,1,High School,51190,0,1,8000,0,10.99,0.16,4,585,1,0
26,1,Associate,34618,2,0,9800,2,7.29,0.28,4,675,0,1
22,0,Associate,40441,0,0,9800,3,11.01,0.24,2,660,0,1
25,0,High School,44311,3,0,9800,0,10.36,0.22,4,641,1,0
23,1,Master,58437,0,0,9800,3,7.88,0.17,4,659,0,0
23,1,Associate,54050,2,0,9800,0,7.51,0.18,2,662,0,1
24,1,Associate,51495,0,1,12000,5,6.99,0.23,3,580,1,0
23,0,High School,53802,1,0,9800,1,13.11,0.18,2,657,0,1
24,0,High School,51331,1,1,1000,4,11.49,0.02,4,593,0,0
26,0,Associate,44369,0,1,11000,0,10.59,0.25,4,578,0,1
24,0,Associate,64962,6,0,9800,5,6.17,0.15,4,613,0,0
23,0,Master,72869,0,0,9800,0,13.49,0.13,2,707,0,0
22,1,Bachelor,72994,1,0,9800,4,11.01,0.13,3,713,1,0
25,1,Bachelor,72979,2,0,9800,4,11.01,0.13,3,682,1,0
24,0,Bachelor,99891,1,0,9800,1,7.51,0.1,4,619,0,0
23,0,High School,80347,3,0,9800,1,15.7,0.12,2,599,0,1
22,1,Bachelor,51403,0,2,7000,2,11.01,0.14,3,590,0,0
26,1,High School,112491,7,0,9800,5,10.25,0.09,4,548,1,0
25,0,Bachelor,51784,2,1,7200,0,14.79,0.14,2,672,1,0
26,0,Associate,129688,1,0,9800,1,8.9,0.08,3,670,1,0
23,1,Associate,43889,5,1,6725,5,11.49,0.15,2,670,0,1
21,0,High School,51370,0,1,7000,0,15.23,0.14,4,598,1,0
23,0,Master,44650,0,0,4900,0,12.68,0.11,2,660,1,0
25,0,High School,39805,3,0,4900,1,11.49,0.12,2,586,0,1
23,0,Bachelor,51087,4,0,4900,0,14.72,0.1,4,697,1,0
22,1,High School,51632,1,1,14750,0,12.99,0.29,4,664,0,0
22,1,Master,51261,0,1,6000,0,12.99,0.12,2,702,1,0
22,1,Master,51757,0,1,5000,2,6.99,0.1,4,636,1,0
26,0,Bachelor,44024,4,1,4500,5,10.59,0.1,2,673,0,1
23,1,Associate,61200,0,0,4900,0,8.49,0.08,3,555,1,0
21,1,High School,61059,0,0,4900,0,8.94,0.08,2,587,1,0
24,1,Bachelor,62822,0,0,4900,1,9.99,0.08,3,588,0,0
23,1,Associate,65786,4,0,4900,4,11.01,0.07,2,670,0,0
23,1,Bachelor,51399,0,1,8000,2,5.42,0.16,3,569,1,0
24,1,Bachelor,84777,3,0,4900,4,9.99,0.06,2,678,0,0
23,1,Associate,51395,0,1,12000,4,15.23,0.23,3,574,1,0
21,1,High School,51248,0,2,8000,1,9.99,0.16,4,568,0,0
24,1,High School,89741,0,0,4900,4,12.87,0.05,3,666,1,0
23,1,High School,129423,2,0,4900,3,8.94,0.04,2,642,0,0
25,1,Master,16840,5,0,4950,5,9.63,0.29,3,660,0,1
22,0,Bachelor,18876,0,0,4950,4,8.9,0.26,4,680,0,1
24,0,Associate,51218,1,1,11000,4,5.42,0.21,4,675,0,0
24,0,Master,51418,3,1,10000,4,7.49,0.19,4,640,1,0
24,1,Associate,44562,0,1,4000,1,15.23,0.09,3,628,0,1
22,0,Associate,41936,1,0,4975,3,7.51,0.12,2,662,0,1
24,0,High School,91251,5,0,4975,3,6.76,0.05,4,526,1,0
22,1,High School,114873,2,0,4975,1,6.17,0.04,3,613,1,0
23,1,Associate,51221,0,2,6000,4,5.42,0.12,2,545,1,0
23,1,Associate,34426,3,0,5000,2,8.94,0.15,3,675,1,0
22,0,Associate,34723,1,0,5000,2,17.51,0.14,4,655,0,1
24,1,Associate,51582,2,1,1200,2,11.49,0.02,3,611,1,0
22,0,High School,34711,0,0,5000,1,11.01,0.14,3,644,1,0
24,0,High School,51247,4,1,2500,5,15.28,0.05,2,582,1,0
23,0,Associate,34266,1,0,5000,3,13.72,0.15,4,608,0,1
23,1,Bachelor,34363,3,0,5000,1,11.78,0.15,4,694,0,0
24,1,Master,34515,0,0,5000,1,7.68,0.14,3,649,0,0
25,1,Master,35588,3,0,5000,0,8.9,0.14,2,652,0,0
22,0,Bachelor,35384,0,0,5000,0,6.91,0.14,2,558,1,0
23,1,Bachelor,35372,1,0,5000,0,11.49,0.14,2,636,0,0
23,0,Associate,51472,1,1,7600,1,6,0.15,2,652,0,0
22,1,Bachelor,51491,0,1,7050,4,11.01,0.14,4,607,1,0
23,0,Associate,35668,1,0,5000,2,13.11,0.14,3,565,0,0
23,1,Master,35579,1,0,5000,0,14.84,0.14,2,684,1,0
24,0,High School,35869,0,0,5000,0,10.99,0.14,4,625,1,0
23,1,Bachelor,36680,0,0,5000,3,7.66,0.14,4,696,1,0
22,0,Bachelor,36578,2,0,5000,0,11.12,0.14,3,475,0,1
21,1,Associate,51308,1,1,2500,3,7.29,0.05,4,681,1,0
26,1,Associate,36755,5,0,5000,0,12.42,0.14,2,546,0,1
25,0,High School,36759,6,0,5000,0,7.9,0.14,3,604,0,0
24,1,High School,51327,2,1,22250,3,11.11,0.43,3,659,1,0
24,0,Associate,37077,2,0,5000,3,12.69,0.13,4,580,0,1
26,0,Associate,36993,3,0,5000,4,11.01,0.14,2,531,1,0
23,1,Bachelor,44142,0,1,10750,5,11.01,0.24,3,608,0,1
22,1,High School,36924,2,0,5000,0,11.01,0.14,2,641,0,0
23,1,Associate,37004,1,0,5000,5,12.99,0.14,2,660,0,1
22,1,Master,51456,0,2,9000,2,7.66,0.17,2,685,1,0
26,1,High School,36914,3,0,5000,1,11.01,0.14,2,665,0,0
22,1,High School,36844,0,0,5000,5,8.88,0.14,3,614,0,1
23,1,High School,37085,0,0,5000,0,11.01,0.13,3,568,1,0
25,1,Associate,36788,7,0,5000,0,11.86,0.14,2,655,1,0
24,0,High School,51193,1,2,12000,2,7.66,0.23,3,588,1,0
22,1,Bachelor,36997,1,0,5000,0,11.49,0.14,2,602,0,0
23,1,Associate,36922,0,0,5000,4,11.86,0.14,2,681,1,0
21,0,High School,36680,0,0,5000,2,8.59,0.14,2,632,1,0
21,1,Associate,37091,1,0,5000,4,14.96,0.13,2,633,0,1
25,1,Master,51653,1,1,3250,5,10,0.06,3,680,0,0
21,0,Master,37085,0,0,5000,2,13.92,0.13,4,552,1,0
24,1,Associate,36848,1,0,5000,0,11.14,0.14,2,608,1,0
21,0,Bachelor,44105,3,1,14000,0,6.54,0.32,4,625,0,1
26,0,Bachelor,37393,4,0,5000,3,14.42,0.13,4,597,0,1
23,0,High School,36775,1,0,5000,4,11.59,0.14,4,652,1,0
22,1,Associate,37004,0,0,5000,0,10.33,0.14,3,624,0,0
23,1,High School,37522,2,0,5000,0,11.12,0.13,2,660,0,0
25,0,Associate,51138,0,1,10000,5,5.42,0.2,2,641,1,0
22,1,High School,51316,0,2,12000,0,11.01,0.23,4,642,1,0
22,1,High School,38133,0,0,5000,2,10,0.13,2,645,1,0
23,1,Master,51510,2,1,1500,2,6.17,0.03,3,607,1,0
26,0,High School,37917,6,0,5000,0,14.96,0.13,3,680,0,0
22,0,Associate,38048,0,0,5000,1,10.62,0.13,4,621,1,0
25,0,Bachelor,37962,2,0,5000,4,8.94,0.13,2,565,1,0
26,0,Bachelor,38438,1,0,5000,0,8.63,0.13,2,684,1,0
22,0,High School,38629,0,0,5000,4,7.51,0.13,3,640,1,0
25,0,High School,51130,0,1,3500,2,10.36,0.07,2,557,0,0
23,1,Bachelor,39310,2,0,5000,3,8,0.13,3,640,1,0
23,1,High School,51728,4,1,11000,0,6.54,0.21,3,521,1,0
21,0,High School,51200,3,2,12250,2,8.88,0.24,4,616,1,0
25,1,High School,39810,0,0,5000,2,14.27,0.13,4,622,0,1
23,1,High School,39650,0,0,5000,5,12.69,0.13,4,690,0,1
26,1,Associate,39797,5,0,5000,2,6.03,0.13,2,658,1,0
22,1,Bachelor,44476,2,1,7000,3,14.84,0.16,3,595,0,1
23,0,High School,39173,2,0,5000,3,14.79,0.13,2,622,1,0
24,1,High School,51410,0,1,9250,2,11.12,0.18,4,679,1,0
26,0,Master,39344,6,0,5000,3,7.49,0.13,2,709,0,0
24,1,Bachelor,39527,1,0,5000,1,11.01,0.13,3,649,0,0
26,1,Bachelor,39103,6,0,5000,4,12.53,0.13,3,651,0,0
21,1,Bachelor,39303,0,0,5000,0,7.68,0.13,4,647,1,0
24,0,High School,39265,5,0,5000,3,13.23,0.13,2,572,0,0
25,1,Bachelor,39411,1,0,5000,3,14.35,0.13,3,593,0,0
24,1,Bachelor,51384,2,1,12000,4,10.38,0.23,4,657,0,0
23,1,High School,39546,0,0,5000,1,11.01,0.13,2,624,1,0
24,1,Associate,51435,2,1,4200,1,13.23,0.08,2,656,1,0
24,0,High School,44092,4,1,6000,5,7.14,0.14,4,646,0,1
22,0,High School,40373,0,0,5000,4,13.48,0.12,3,615,0,0
22,0,Associate,40530,3,0,5000,3,14.61,0.12,3,484,0,1
26,1,Associate,40177,5,0,5000,1,12.69,0.12,4,665,0,0
26,1,Associate,44195,0,1,6000,5,11.49,0.14,2,682,0,1
23,0,High School,40514,1,0,5000,4,10.62,0.12,2,643,1,0
23,0,Bachelor,51540,2,1,11000,3,7.88,0.21,2,631,1,0
22,0,High School,40688,0,0,5000,3,10.25,0.12,4,590,1,0
24,0,High School,40716,2,0,5000,1,11.01,0.12,3,682,0,0
21,0,Bachelor,40299,0,0,5000,0,12.84,0.12,2,611,1,0
24,0,Bachelor,51560,3,2,3000,1,7.51,0.06,2,695,0,0
23,0,Bachelor,40675,3,0,5000,4,11.01,0.12,4,672,0,0
26,1,Bachelor,40990,5,0,5000,3,14.11,0.12,4,660,0,1
23,0,High School,41638,1,0,5000,2,13.49,0.12,4,681,0,0
21,1,High School,41066,0,0,5000,0,13.49,0.12,3,599,1,0
21,1,Associate,51296,0,1,13750,0,11.36,0.27,4,596,0,0
21,1,Bachelor,41512,0,0,5000,4,12.18,0.12,3,633,0,0
25,0,High School,41912,5,0,5000,2,9.38,0.12,3,663,0,0
24,1,Associate,51384,0,1,8500,1,7.51,0.17,4,649,1,0
25,1,Bachelor,42112,2,0,5000,2,11.01,0.12,2,685,1,0
23,1,Associate,41795,0,0,5000,2,7.88,0.12,4,638,0,0
21,1,High School,51095,0,1,3500,0,7.51,0.07,2,640,1,0
22,0,Bachelor,41695,0,0,5000,3,8,0.12,4,571,1,0
25,1,Master,42545,3,0,5000,2,13.49,0.12,4,692,1,0
22,1,Master,42137,0,0,5000,2,11.01,0.12,4,658,1,0
23,0,Master,42777,0,0,5000,5,10.99,0.12,2,600,0,1
23,1,Master,51519,3,1,10000,0,14.59,0.19,2,590,1,0
24,0,Associate,42643,2,0,5000,3,11.49,0.12,3,581,0,0
22,0,High School,42977,0,0,5000,4,11.01,0.12,3,659,1,0
24,1,High School,42714,2,0,5000,1,11.71,0.12,3,635,1,0
25,1,Master,42749,0,0,5000,1,11.71,0.12,2,589,1,0
21,1,High School,42848,0,0,5000,1,10.65,0.12,3,588,1,0
22,0,Associate,43002,2,0,5000,1,11.71,0.12,2,667,1,0
23,0,Associate,42999,2,0,5000,4,6.99,0.12,2,660,1,0
26,1,Bachelor,35609,4,0,5000,1,12.99,0.14,2,661,0,1
25,1,High School,44189,3,1,10000,1,11.01,0.23,2,615,0,1
23,1,Bachelor,51544,2,1,5200,0,10.25,0.1,4,589,1,0
22,0,Bachelor,42795,0,0,5000,1,11.01,0.12,4,624,0,0
23,0,High School,43364,1,0,5000,1,11.01,0.12,2,651,1,0
25,0,Associate,43243,7,0,5000,1,10.36,0.12,3,640,1,0
22,0,Associate,43111,1,0,5000,3,7.88,0.12,3,600,1,0
24,1,Associate,42815,0,0,5000,3,7.88,0.12,4,673,1,0
22,0,Bachelor,42839,0,0,5000,4,13.23,0.12,2,701,1,0
25,1,Bachelor,51276,4,1,7000,3,8.59,0.14,3,670,1,0
25,0,High School,43837,2,1,13750,3,13.22,0.31,4,622,0,1
26,0,Doctorate,51722,4,1,4500,2,11.48,0.09,3,582,1,0
25,1,High School,35900,2,0,5000,3,15.7,0.14,3,667,0,1
22,0,Associate,51566,0,1,5000,1,8.94,0.1,2,658,1,0
23,0,Associate,36102,1,0,5000,1,11.01,0.14,3,648,0,1
24,0,Master,35794,0,0,5000,0,6.92,0.14,3,665,0,1
23,1,Associate,43004,2,0,5000,1,14.72,0.12,3,698,1,0
25,1,Associate,51061,4,1,6000,4,8.94,0.12,2,524,1,0
24,1,Bachelor,51447,2,1,7000,5,8.59,0.14,2,669,0,0
25,1,Master,42792,0,0,5000,4,8.94,0.12,2,540,1,0
23,1,Bachelor,43891,1,0,5000,0,13.57,0.11,3,656,0,0
21,0,Bachelor,43577,0,0,5000,4,11.01,0.11,4,690,1,0
26,0,Associate,44215,4,0,5000,2,7.68,0.11,4,613,1,0
22,0,Associate,36864,0,0,5000,1,18.25,0.14,2,676,0,1
21,0,Bachelor,51484,0,3,12000,3,14.26,0.23,4,625,0,0
23,1,Master,44259,0,0,5000,0,14.79,0.11,2,607,1,0
21,0,Associate,44227,0,0,5000,0,12.99,0.11,4,596,1,0
23,0,Associate,37371,2,0,5000,4,14.17,0.13,3,711,0,1
26,1,Associate,43996,4,0,5000,2,10.37,0.11,4,675,0,0
23,0,High School,51358,2,1,5750,4,13.57,0.11,3,581,1,0
22,1,High School,36966,0,0,5000,3,14.54,0.14,4,646,0,1
23,1,Master,44048,3,0,5000,0,11.01,0.11,3,588,0,0
23,1,Associate,44444,0,0,5000,3,6.17,0.11,2,612,1,0
22,0,Associate,37022,0,0,5000,1,17.43,0.14,2,636,0,1
26,0,High School,51547,5,1,15000,1,11.26,0.29,4,632,0,0
23,1,Master,51478,0,2,4400,4,11.89,0.09,4,695,0,0
22,1,Associate,36814,0,0,5000,2,15.21,0.14,3,605,0,1
24,1,High School,37192,3,0,5000,5,15.7,0.13,4,571,0,1
22,1,Associate,44216,1,0,5000,1,13.48,0.11,3,656,0,0
23,0,Bachelor,44453,0,0,5000,1,13.22,0.11,4,629,1,0
23,1,Associate,44053,1,0,5000,0,7.49,0.11,4,628,1,0
22,0,Bachelor,51257,0,1,13000,0,11.01,0.25,4,644,0,0
25,0,Associate,51452,7,2,8000,5,9.63,0.16,2,656,0,0
26,1,Master,44699,8,0,5000,2,12.84,0.11,4,605,0,0
24,0,High School,44528,3,0,5000,3,6.03,0.11,3,647,1,0
26,1,High School,44696,3,0,5000,1,8.9,0.11,4,542,1,0
25,1,High School,44742,2,0,5000,3,6.54,0.11,2,611,1,0
22,1,Master,45169,0,0,5000,2,9.99,0.11,3,700,1,0
23,0,Master,51348,0,1,5400,0,11.78,0.11,4,678,0,0
24,1,Bachelor,51325,3,2,7500,2,10.51,0.15,3,630,0,0
22,1,High School,45317,3,0,5000,1,5.42,0.11,2,682,0,0
24,0,Associate,51531,2,1,2000,4,11.28,0.04,2,593,1,0
22,1,Associate,45008,3,0,5000,4,10.65,0.11,4,551,1,0
26,1,Bachelor,44136,2,1,5000,5,12.29,0.11,3,634,0,1
22,0,Bachelor,45864,4,0,5000,4,11.03,0.11,3,691,0,0
26,1,High School,51463,6,1,15075,0,12.92,0.29,2,697,1,0
23,0,Bachelor,38816,3,0,5000,3,9.91,0.13,4,676,0,1
23,1,Master,51287,0,2,5400,4,11.01,0.11,2,686,1,0
23,1,High School,51606,0,1,8500,0,7.74,0.16,3,594,0,0
23,1,High School,39532,0,0,5000,4,9.91,0.13,3,673,0,1
24,1,High School,46753,0,0,5000,1,13.99,0.11,4,640,1,0
23,0,Bachelor,39212,0,0,5000,5,11.01,0.13,4,735,0,1
22,0,Associate,46709,0,0,5000,0,7.29,0.11,3,604,1,0
21,1,High School,46443,0,0,5000,0,11.01,0.11,4,635,1,0
23,0,Associate,51738,4,1,10000,0,5.42,0.19,4,708,0,0
23,0,Bachelor,46467,3,0,5000,1,11.58,0.11,3,709,0,0
25,1,Bachelor,39320,5,0,5000,0,15.37,0.13,3,540,0,1
23,1,Master,39188,0,0,5000,2,13.93,0.13,4,697,0,1
23,1,Associate,46377,0,0,5000,2,6.91,0.11,2,595,1,0
25,0,Master,51657,2,2,8000,5,6.62,0.15,4,660,0,0
23,0,Associate,51638,3,1,5500,0,12.73,0.11,3,684,0,0
24,0,Associate,51748,0,1,8000,4,12.84,0.15,2,645,0,0
26,0,Associate,39391,3,0,5000,2,14.84,0.13,4,661,0,1
21,1,Associate,46706,1,0,5000,4,10.59,0.11,4,561,1,0
25,1,High School,52041,4,1,8000,3,11.01,0.15,2,578,1,0
24,1,Associate,46989,4,0,5000,1,10.99,0.11,2,545,1,0
24,0,Bachelor,47380,1,0,5000,3,11.14,0.11,3,636,1,0
23,1,Bachelor,47663,0,0,5000,0,12.69,0.1,3,697,0,0
22,1,Associate,47564,0,0,5000,1,6.99,0.11,2,619,1,0
25,1,Associate,47496,1,0,5000,1,7.49,0.11,4,653,0,0
24,0,High School,40876,2,0,5000,1,20,0.12,2,677,0,1
24,0,High School,52026,0,1,4800,4,7.51,0.09,2,602,0,0
23,0,Bachelor,52062,1,1,7500,0,8.49,0.14,3,623,0,0
23,0,High School,52191,4,1,12600,0,11.01,0.24,4,660,0,0
25,1,Associate,51749,6,1,2000,0,5.42,0.04,3,636,1,0
24,1,Associate,51894,0,1,10000,3,13.8,0.19,2,582,1,0
26,0,Bachelor,48785,4,0,5000,1,7.74,0.1,3,553,1,0
24,0,Associate,48690,0,0,5000,1,14.22,0.1,4,582,1,0
25,1,Bachelor,48905,2,0,5000,1,6.92,0.1,3,563,1,0
25,1,High School,49053,6,0,5000,3,13.72,0.1,2,656,1,0
21,1,High School,41399,0,0,5000,4,9.25,0.12,3,611,0,1
23,1,Associate,42125,2,0,5000,4,14.84,0.12,2,676,0,1
24,0,Bachelor,41857,2,0,5000,5,14.96,0.12,2,618,0,1
25,0,High School,49128,1,0,5000,2,12.87,0.1,2,622,0,0
25,1,Bachelor,48904,3,0,5000,3,11.89,0.1,4,643,0,0
23,1,Bachelor,48518,0,0,5000,4,10.2,0.1,2,626,0,0
24,0,Bachelor,41981,4,0,5000,2,12.92,0.12,4,675,0,1
21,1,High School,51803,0,3,7000,0,14.61,0.14,2,565,0,0
23,1,Bachelor,48937,0,0,5000,0,12.42,0.1,4,624,1,0
26,1,Associate,48997,4,0,5000,0,9.91,0.1,3,598,0,0
22,0,Bachelor,48874,0,0,5000,0,8.9,0.1,2,639,1,0
24,1,Bachelor,49029,2,0,5000,3,12.42,0.1,3,574,1,0
25,1,Associate,52268,3,1,10000,1,7.29,0.19,2,618,1,0
21,1,Associate,48934,0,0,5000,2,5.79,0.1,2,598,1,0
21,0,Bachelor,45101,0,1,1000,3,14.61,0.02,2,658,0,1
22,0,Associate,41438,0,0,5000,4,11.01,0.12,4,606,0,1
24,1,Associate,49181,2,0,5000,1,6.17,0.1,3,588,1,0
21,0,Master,49020,0,0,5000,2,9.25,0.1,4,614,1,0
24,1,Associate,41729,0,0,5000,0,12.23,0.12,2,593,0,1
25,1,Associate,52223,3,2,10000,0,15.76,0.19,3,563,1,0
22,0,Bachelor,48880,0,0,5000,0,6.17,0.1,2,688,0,0
23,1,High School,49237,5,0,5000,1,11.01,0.1,3,690,1,0
23,0,Master,52431,4,1,1000,0,7.51,0.02,2,663,0,0
22,0,Bachelor,42293,0,0,5000,3,12.73,0.12,3,591,0,1
25,0,Master,49020,2,0,5000,3,11.36,0.1,4,709,0,0
26,0,Bachelor,49009,1,0,5000,4,13.11,0.1,3,537,1,0
21,0,Associate,41630,1,0,5000,4,14.59,0.12,4,643,0,1
26,1,High School,49248,2,0,5000,1,14.26,0.1,2,530,1,0
22,1,Bachelor,52412,2,2,2000,0,10.74,0.04,4,671,1,0
23,1,Bachelor,52543,0,2,1000,1,6.76,0.02,3,614,1,0
26,1,Associate,49176,4,0,5000,3,9.45,0.1,3,624,0,0
22,0,High School,48868,0,0,5000,1,7.43,0.1,4,611,0,0
25,1,Associate,52724,5,1,12000,5,6.17,0.23,4,664,0,0
22,1,Bachelor,42369,0,0,5000,1,16.89,0.12,3,604,0,1
23,1,Master,52734,2,1,8500,2,11.01,0.16,4,640,0,0
25,0,High School,42722,0,0,5000,4,16.02,0.12,3,545,0,1
22,0,Master,42442,0,0,5000,1,15.21,0.12,2,617,0,1
23,0,High School,50171,0,0,5000,0,10.99,0.1,2,628,0,0
22,0,High School,42684,0,0,5000,0,15.96,0.12,4,616,0,1
25,0,Bachelor,50020,2,0,5000,1,11.71,0.1,2,695,0,0
25,1,High School,52627,1,2,7200,2,14.11,0.14,4,662,1,0
21,1,Bachelor,43096,0,0,5000,4,14.79,0.12,2,610,0,1
23,1,High School,50595,3,0,5000,0,7.51,0.1,2,652,1,0
22,1,Bachelor,49908,1,0,5000,2,11.01,0.1,2,692,0,0
23,1,Bachelor,50381,0,0,5000,3,11.01,0.1,2,637,1,0
25,0,Bachelor,43090,3,0,5000,5,14.96,0.12,3,633,0,1
22,1,Bachelor,51360,0,0,5000,0,8.9,0.1,4,636,1,0
24,1,High School,52708,0,1,9500,3,6.62,0.18,2,666,0,0
23,0,Master,52864,2,1,15600,2,11.01,0.3,4,720,0,0
24,1,High School,51367,4,0,5000,2,10.99,0.1,4,569,1,0
26,0,Bachelor,51879,2,0,5000,3,7.29,0.1,4,659,1,0
22,1,High School,43786,0,0,5000,0,12.68,0.11,4,584,0,1
21,1,Master,52834,2,1,7000,4,6.62,0.13,4,666,1,0
22,1,Bachelor,52938,1,1,6600,4,14.27,0.12,2,585,1,0
22,0,High School,52541,1,1,2600,2,11.01,0.05,4,617,1,0
22,0,Bachelor,52883,0,1,9000,0,11.71,0.17,4,617,1,0
